"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7RTK7DAH","journalArticle","2023","Chen, SS","THE DAWN OF AI GENERATED CONTENTS: REVISITING COMPULSORY MEDIATION AND IP DISPUTES RESOLUTION","CONTEMPORARY ASIA ARBITRATION JOURNAL","","1999-9747","","","With the popularity of generative artificial intelligence (hereinafter ""AI""), current intellectual property laws are being greatly challenged and the established doctrines redefined. As different jurisdictions are in the process of ""catching up"" to the technology, this paper argues that compulsory mediation, as an alternate dispute resolution, has the potential to address legal uncertainties. The flexible and informal nature of the compulsory mediation process makes a suitable environment for all stakeholders involved, the right owners, the creators, and the users of the AI, to come to an agreement, thus lessening the impact such new invention brings to domestic legal framework. Moreover, by looking into compulsory mediations in Taiwan, the Philippines, and Turkey, this paper hopes to outline key factors for compulsory mediation to properly tackle the subject of intellectual property disputes of AI nature.","2023","2024-10-27 16:07:35","2024-10-27 16:30:54","","301-331","","2","16","","","","","","","","","","English","","","","WOS:001111303600004","","","","","","","AI; AIgenerated content; Alternate dispute resolution; artificial intelligence; compulsory mediation; deficiency in law; intellectual property; IP infringement through AI; IP protection; machine learning; machine learning data; natural language processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEGK8I5F","journalArticle","2024","Hacker, P; Cordes, J; Rochon, J","Regulating Gatekeeper Artificial Intelligence and Data: Transparency, Access and Fairness under the Digital Markets Act, the General Data Protection Regulation and Beyond","EUROPEAN JOURNAL OF RISK REGULATION","","1867-299X","10.1017/err.2023.81","","Artificial intelligence (AI) is not only increasingly being used in business and administration contexts, but a race for its regulation is also underway, with the European Union (EU) spearheading the efforts. Contrary to existing literature, this article suggests that the most far-reaching and effective EU rules for AI applications in the digital economy will not be contained in the proposed AI Act, but in the Digital Markets Act (DMA). We analyse the impact of the DMA and related EU acts on AI models and underlying data across four key areas: disclosure requirements; the regulation of AI training data; access rules; and the regime for fair rankings. We demonstrate that fairness, under the DMA, goes beyond traditionally protected categories of non-discrimination law on which scholarship at the intersection of AI and law has focused on. Rather, we draw on competition law and the FRAND criteria known from intellectual property law to interpret and refine the DMA provisions on fair rankings. Moreover, we show how, based on Court of Justice of the European Union jurisprudence, a coherent interpretation of the concept of non-discrimination in both traditional non-discrimination and competition law may be found. The final section sketches out proposals for a comprehensive framework of transparency, access and fairness under the DMA and beyond.","2024-03","2024-10-27 16:07:55","2024-10-27 16:30:50","","49-86","","1","15","","","","","","","","","","English","","","","WOS:001125220300001","","","","","","","AI; AUTOMATED DECISION-MAKING; data; DISCRIMINATION; DMA; INNOVATION EVIDENCE; TRADE SECRETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUUSD3NR","journalArticle","2023","Yao, L","Specifics of Regulatory and Legal Regulation of Generative Artificial Intelligence in the UK, USA, EU and China","PRAVO-ZHURNAL VYSSHEI SHKOLY EKONOMIKI","","2072-8166","10.17323/2072-8166.2023.3.245.267","","On November 30, 2022, OpenAI launched ChatGPT conversational artificial intelligence; with the latest version update, ChatGPT has demonstrated an impressive ability to understand natural language, making it an attractive tool for companies and individuals looking to provide customer service and support. GPT-3 uses textual data, mostly from publicly available information on the Internet, as training data. GPT-4, on the other hand, uses a large number of images in addition to textual data for training, and thus can process both textual and graphical data. The emergence of generative AI has greatly impacted human life, but it can be said that intelligent technology is a double-edged sword:rapid development of generative artificial intelligence (AI) technologies, on the one hand, it can improve efficiency and productivity, reduce costs and open new opportunities for economic growth, but on the other hand, the use of generative AI services to create synthetic content in the form of text, audio, video and images poses possible risks. To date, different regions around the world are at different stages of development of normative acts concerning generative AI.Using the comparative legal method and the method of system analysis, this article analyzes in detail the main models of legal regulation of generative AI in the modern world on the example of the UK, the USA, the European Union and China, noting the different approach in the development and adoption of relevant normative legal acts in the field of regulation of generative AI services.It especially reveals the Chinese government's position on ""development and security"" and ""innovation and governance"" at present. The main trends of improving the regulation of generative AI services by China are proposed, and it is concluded that it is necessary to balance ""rule of law"" and ""innovation"" and promote the healthy development of generative AI.","2023","2024-10-27 16:12:06","2024-10-27 16:30:52","","245-267","","3","","","","","","","","","","","Russian","","","","WOS:001083415400011","","","","","","","Chat Generative Pre-TrainedTransformer, risks; foreign experience; Generative AI; innovations; regulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5URTEIU","conferencePaper","2024","Varma, S; Shivam, S; Natarajan, S; Biswas, S; Gupta, J","Taking Natural Language Generation and Information Extraction to Domain Specific Tasks","","2367-3370","","10.1007/978-3-031-47715-7_48","","A lot of domain-specific unstructured data is available at present. To make them available to common users, domain experts often have to extract the key points and convert them to layman's terms manually. For domains like legal, documents are often needed to be manually analyzed in order to check if all the critical information is present in them and to extract the important points if needed. All these manual domain-specific tasks can be automated with the help of different Natural Language Processing (NLP) and Natural Language Generation (NLG) techniques. In this paper, some of the tools in NLP and NLG that can be used to automate the above-mentioned processes for key information extraction are discussed. We also bring forth two such domain-specific use cases where we attempt to provide suggestions to the subject experts to make their tasks easier using the tools discussed.","2024","2024-10-27 16:13:49","2024-10-27 16:13:49","","713-728","","","824","","","","","","","","","","English","","","","WOS:001261693800048","","","","","","","Text summarization; Named entity recognition; Content automation; Custom rule-based parsing; Domain tasks; Information extraction; NAMED ENTITY RECOGNITION; Natural language generation; Text simplification","","Arai, K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","INTELLIGENT SYSTEMS AND APPLICATIONS, VOL 3, INTELLISYS 2023","","","","","","","","","","","","","","",""
"I48F535F","journalArticle","2024","Herbosch, M","Fraud by generative AI chatbots: On the thin line between deception and negligence","COMPUTER LAW & SECURITY REVIEW","","0267-3649","10.1016/j.clsr.2024.105941","","The use of generative AI systems is on the rise. As a result, we are increasingly often conversing with AI chatbots rather than with fellow humans. This increasing use of AI systems leads to legal challenges as well, particularly when the chatbot provides incorrect information. In this article, we study whether someone who decides to contract on the basis of incorrect information provided by a generative AI chatbot might invoke the fraud regime to annul the resulting contract in various legal systems. During this analysis, it becomes clear that some of the requirements that are currently being put forward from a public law perspective, such as in the European AI Act, may also naturally arise from existing private law figures. In the same vein, this analysis highlights the interesting intradisciplinary feedback between instruments of public law and other legal domains.","2024-04","2024-10-27 16:14:03","2024-10-27 16:30:31","","","","","52","","","","","","","","","","English","","","","WOS:001178316700001","","","","","","","Artificial intelligence; BLACK-BOX; Contract law; Fraud; Law of obligations; Vice of consent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6NG6DL3","journalArticle","2024","Mattalo, B","Artificial Intelligence: The Future of Pedagogy","JOURNAL OF LEGAL STUDIES EDUCATION","","0896-5811","10.1111/jlse.12146","","While it is important to research the negative impact of generative artificial intelligence on academic integrity, academics should focus most of their efforts on the opportunities these technologies present for improving pedagogical practices. In this note, I attempt to flip the narrative from one of fear to one of opportunity. I suggest that academics should research the use of generative AI to improve teaching effectiveness and efficiency. I offer various practical suggestions on how these tools can be used to advance pedagogical practices, with specific business law examples.","2024-12","2024-10-27 16:14:03","2024-10-27 16:14:03","","49-71","","1","41","","","","","","","","","","English","","","","WOS:001154667400001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TXP33U3","journalArticle","2024","Migliorini, S","""More than Words"": A Legal Approach to the Risks of Commercial Chatbots Powered by Generative Artificial Intelligence","EUROPEAN JOURNAL OF RISK REGULATION","","1867-299X","10.1017/err.2024.4","","The recent commercial release of a new generation of chatbot systems, particularly those leveraging Transformer-based large language models (LLMs) such as ChatGPT, has caught the world by surprise and sparked debate about their potential consequences for society. While concerns about the existential threat posed by these technologies are often discussed, it is crucial to shift our focus towards the more immediate risks associated with their deployment. Such risks are further compounded by the lack of proactive measures addressing users' literacy and the for-profit model via which these chatbots are distributed. Drawing on research in computer science and other fields, this paper looks at the immediate risks triggered by these products and reflects on the role of law within a broader policy directed at steering generative artificial intelligence technology towards the common good. It also reviews the relevant amendments proposed by the European Parliament to the European Commission's proposal for an AI Act.","2024-02-29","2024-10-27 16:14:04","2024-10-27 16:14:04","","","","","","","","","","","","","","","English","","","","WOS:001173990200001","","","","","","","foundation models; Artificial intelligence; EU AI Act; generative AI; regulation of emerging technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYJJBABY","journalArticle","2024","Oh, E","Admitting AI Art as Demonstrative Evidence","CALIFORNIA LAW REVIEW","","0008-1221","","","Images and animations created through generative artificial intelligence (GAI) pose new possibilities and questions for the law of demonstrative evidence. AI art tools may allow parties to prepare pedagogical displays-including hyper-realistic virtual imagery- without retaining expensive third-party artists. But these programs raise evidentiary concerns such as reliability and undue prejudice, issues that remain largely unaddressed under the notoriously undeveloped law governing computer-made demonstratives. This Note explains both how artificial intelligence companies could institute initiatives for better quality assurance at the front end, and how courts can encourage such measures through new applications of existing evidentiary and procedural rules. The Note ultimately argues that the emerging use of GAI imagery may necessitate stricter standards in demonstrative evidence law.","2024-08","2024-10-27 16:14:04","2024-10-27 16:14:04","","1501-1533","","","112","","","","","","","","","","English","","","","WOS:001318203100006","","","","","","","COMPUTER-ART; INTELLIGENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSKRI7BK","journalArticle","2023","Magowan, J","""It's Like I've Got This Music in My Mind"":1 Protecting Human Authorship in the Age of Generative Artificial Intelligence","HASTINGS LAW JOURNAL","","0017-8322","","","The music industry stands on the brink of a crisis. With unpredictable judicial standards that are inconsistent across the country, plaintiffs seeking to protect their musical works against copyright infringement face a heavy burden of proof, especially when facing defendants who are more wellknown and more well-funded. Not only that, but plaintiffs may not receive their day in court given that powerhouse artists like Taylor Swift, Sam Smith, and Bruno Mars have chosen to settle rather than defend their musical works in court. Now, Generative Artificial Intelligence (""Generative A.I."") and A.I.-generated music will inevitably send the music industry into a tailspin-and the law is not ready to grapple with the complexities that will arise. To wit, Generative A.I. is poised to threaten the very principles on which copyright law is founded: To encourage (human) creativity by protecting original works of expression. This Note seeks to protect human music copyright holders against the ever-growing threat of A.I.-generated music. Part I addresses A.I. technology and the legal uncertainties associated with A.I.-generated music. Part II discusses the current doctrine of music copyright infringement. Part III offers a series of proposals for how to adapt the current doctrine to ensure music copyright holders can protect their original works of human authorship against A.I.-generated works.","2023-12","2024-10-27 16:14:04","2024-10-27 16:14:04","","","","1","75","","","","","","","","","","English","","","","WOS:001183218800003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9NNS5VIX","journalArticle","2023","Chan, E; Gore, KN; Jiang, E","HARNESSING ARTIFICIAL INTELLIGENCE IN INTERNATIONAL ARBITRATION PRACTICE","CONTEMPORARY ASIA ARBITRATION JOURNAL","","1999-9747","","","Since the beginning of 2023, generative artificial intelligence (hereinafter ""Generative AI"") in the form of large language models (LLMs) like ChatGPT-4 has taken the world by storm. Legal practice is no exception. Among other stories, worldwide headlines have featured the fact that ChatGPT-4 is capable of passing the New York Bar Exam, that courts are adopting Generative AI in their decision-making, and that a New York lawyer has been sanctioned by a judge for relying upon non-existent case law precedent that he obtained from ChatGPT-4 and did not double-check. Yet, putting aside these newsworthy developments, tools powered by other forms of artificial intelligence (hereinafter ""AI"") have already been relied upon in legal practice for many years. This article introduces how AI supports successful international arbitration practice, including uses and methods that are already available and those that are anticipated to become helpful. This article also addresses the challenges and pitfalls that accompany these opportunities. Overall, this article concludes that the brave new world of AI in international arbitration is an exciting one that, through careful and thoughtful deployment of best practices, can add significant value to international arbitration teams in the decades to come.","2023","2024-10-27 16:14:04","2024-10-27 16:14:04","","263-299","","2","16","","","","","","","","","","English","","","","WOS:001111303600003","","","","","","","artificial intelligence practical applications in arbitration; artificial intelligence regulation in arbitration; artificially intelligent legal technology use cases in arbitration; future applications of artificial intelligence in arbitration practice; generative artificial intelligence in arbitration; large language models' use in arbitration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
