"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SURQRMV7","conferencePaper","2023","Hillebrand, L; Pielka, M; Leonhard, D; Deusser, T; Dilmaghani, T; Kliem, B; Loitz, R; Morad, M; Temath, C; Bell, T; Stenzel, R; Sifa, R; ACM","sustain.AI: a Recommender System to analyze Sustainability Reports","","979-8-4007-0197-9","","10.1145/3594536.3595131","","We present sustain.AI, an intelligent, context-aware recommender system that assists auditors and financial investors as well as the general public to efficiently analyze companies' sustainability reports. The tool leverages an end-to-end trainable architecture that couples a BERT-based encoding module with a multi-label classification head to match relevant text passages from sustainability reports to their respective law regulations from the Global Reporting Initiative (GRI) standards. We evaluate our model on two novel German sustainability reporting data sets and consistently achieve a significantly higher recommendation performance compared to multiple strong baselines. Furthermore, sustain.AI is publicly available for everyone at https://sustain.ki.nrw/.","2023","2024-10-27 16:07:35","2024-10-27 16:30:53","","412-416","","","","","","","","","","","","","English","","","","WOS:001139079400046","","","","","","","natural language processing; recommender system; sustainability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW, ICAIL 2023","","","","","","","","","","","","","","",""
"VRK3BU52","journalArticle","2024","Martínez, E","Re-evaluating GPT-4's bar exam performance","ARTIFICIAL INTELLIGENCE AND LAW","","0924-8463","10.1007/s10506-024-09396-9","","Perhaps the most widely touted of GPT-4's at-launch, zero-shot capabilities has been its reported 90th-percentile performance on the Uniform Bar Exam. This paper begins by investigating the methodological challenges in documenting and verifying the 90th-percentile claim, presenting four sets of findings that indicate that OpenAI's estimates of GPT-4's UBE percentile are overinflated. First, although GPT-4's UBE score nears the 90th percentile when examining approximate conversions from February administrations of the Illinois Bar Exam, these estimates are heavily skewed towards repeat test-takers who failed the July administration and score significantly lower than the general test-taking population. Second, data from a recent July administration of the same exam suggests GPT-4's overall UBE percentile was below the 69th percentile, and similar to \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\sim$$\end{document} 48th percentile on essays. Third, examining official NCBE data and using several conservative statistical assumptions, GPT-4's performance against first-time test takers is estimated to be similar to \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\sim$$\end{document} 62nd percentile, including similar to \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\sim$$\end{document} 42nd percentile on essays. Fourth, when examining only those who passed the exam (i.e. licensed or license-pending attorneys), GPT-4's performance is estimated to drop to similar to \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\sim$$\end{document} 48th percentile overall, and similar to \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\sim$$\end{document} 15th percentile on essays. In addition to investigating the validity of the percentile claim, the paper also investigates the validity of GPT-4's reported scaled UBE score of 298. The paper successfully replicates the MBE score, but highlights several methodological issues in the grading of the MPT + MEE components of the exam, which call into question the validity of the reported essay score. Finally, the paper investigates the effect of different hyperparameter combinations on GPT-4's MBE performance, finding no significant effect of adjusting temperature settings, and a significant effect of few-shot chain-of-thought prompting over basic zero-shot prompting. Taken together, these findings carry timely insights for the desirability and feasibility of outsourcing legally relevant tasks to AI models, as well as for the importance for AI developers to implement rigorous and transparent capabilities evaluations to help secure safe and trustworthy AI.","2024-03-30","2024-10-27 16:07:35","2024-10-27 16:30:49","","","","","","","","","","","","","","","English","","","","WOS:001194581100001","","","","","","","Artificial intelligence; Artificial intelligence and law; LAW; Law and technology; Legal analytics; Legal NLP; Legal profession; Machine learning; Natural language processing; NLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEP9DVEP","conferencePaper","2020","Gretok, E; Langerman, D; Oliver, WM","Transformers for Classifying Fourth Amendment Elements and Factors Tests","Pennsylvania Commonwealth System of Higher Education (PCSHE)","0922-6389","","10.3233/FAIA200850","","Determining if a court has applied a bright-line or totality-of-the-circumstances rule for Fourth Amendment cases demonstrates a difficult problem even for human lawyers and justices. Determining the type of test that governs an issue is essential to answering a legal question. Modern natural language processing (NLP) tools, such as transformers, demonstrate the capacity to extract relevant features from unlabelled text. This study demonstrates the effectiveness of the BERT, RoBERTa, and ALBERT transformer models to classify Fourth Amendment cases by bright-line or totality-of-the-circumstances rule. Two approaches are considered in which models are trained with either positive language extracted by a domain-expert or with full texts of cases. Transformers attain up to 92.31% accuracy on full texts, further demonstrating the capability of NLP techniques on domain-specific tasks even without handcrafted features.","2020","2024-10-27 16:11:53","2024-10-27 16:11:53","","63-72","","","334","","","","","","","","","","English","","","","WOS:000702015500007","","","","","","","bright-line rule; elements; factors; fourth amendment; text classification; totality-of-the-circumstances; transformers","","Villata, S; Harasta, J; Kremen, P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGAL KNOWLEDGE AND INFORMATION SYSTEMS","","","","","","","","","","","","","","",""
"CJ3AGTKT","journalArticle","2024","Sheik, R; Ganta, SR; Nirmala, SJ","Legal sentence boundary detection using hybrid deep learning and statistical models","ARTIFICIAL INTELLIGENCE AND LAW","","0924-8463","10.1007/s10506-024-09394-x","","Sentence boundary detection (SBD) represents an important first step in natural language processing since accurately identifying sentence boundaries significantly impacts downstream applications. Nevertheless, detecting sentence boundaries within legal texts poses a unique and challenging problem due to their distinct structural and linguistic features. Our approach utilizes deep learning models to leverage delimiter and surrounding context information as input, enabling precise detection of sentence boundaries in English legal texts. We evaluate various deep learning models, including domain-specific transformer models like LegalBERT and CaseLawBERT. To assess the efficacy of our deep learning models, we compare them with a state-of-the-art domain-specific statistical conditional random field (CRF) model. After considering model size, F1-score, and inference time, we identify the Convolutional Neural Network Model (CNN) as the top-performing deep learning model. To further enhance performance, we integrate the features of the CNN model into the subsequent CRF model, creating a hybrid architecture that combines the strengths of both models. Our experiments demonstrate that the hybrid model outperforms the baseline model, achieving a 4% improvement in the F1-score. Additional experiments showcase the superiority of the hybrid model over SBD open-source libraries when confronted with an out-of-domain test set. These findings underscore the importance of efficient SBD in legal texts and emphasize the advantages of employing deep learning models and hybrid architectures to achieve optimal performance.","2024-03-14","2024-10-27 16:11:53","2024-10-27 16:11:53","","","","","","","","","","","","","","","English","","","","WOS:001182938300001","","","","","","","Natural language processing; Deep learning; CaseLawBERT; CNN; CRF; LegalBERT; Sentence boundary detection; Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EU6YJIHD","conferencePaper","2023","Mumford, J; Atkinson, K; Bench-Capon, T; ACM","Combining a Legal Knowledge Model with Machine Learning for Reasoning with Legal Cases","University of Liverpool","979-8-4007-0197-9","","10.1145/3594536.3595158","","Recent years have witnessed significant progress in the deployment of advanced Natural Language Processing (NLP) techniques based on transformer technology, across many domains and applications. However, in legal domains, due to the complexity, length, and sparsity of legal case documents, the use of these advanced NLP techniques has offered comparatively slight returns. Perhaps even more importantly, such methods are critically lacking in explainability and justification of outputs, which are essential for many legal applications. We propose that the direction of these NLP techniques should be aimed at ascription to a legal knowledge model, which can then provide the necessary and auditable justifications for the rationale of any case outcome. In this paper we investigate the effectiveness of using Hierarchical Bidirectional Encoder Representations from Transformers (H-BERT) models to ascribe to an Angelic Domain Model (ADM) that is able to represent the legal knowledge of a domain in a structured way, enabling justifications and improving performance. Our study involved an annotation task on a popular domain, cases from the European Court of Human Rights, to gain an understanding of the balance of complaints in the domain. The data set produced from this study enabled training of models for factor ascription using the classification targets derived from the annotations. We present results of experiments conducted to evaluate the performance of the ascription task at three different levels of abstraction within the structured model.","2023","2024-10-27 16:11:53","2024-10-27 16:30:23","","167-176","","","","","","","","","","","","","English","","","","WOS:001139079400018","","","","","","","case annotation; domain model; factor ascription; Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW, ICAIL 2023","","","","","","","","","","","","","","",""
"JNFKYCT4","conferencePaper","2023","Lombardi, A; Alfano, D; Abbruzzese, R","Legal Text Segmentation Through Breakpoint Detection","University of Salerno","0922-6389","","10.3233/FAIA230968","","Efficient text segmentation plays a crucial role in the legal domain as it helps legal professionals in extracting relevant details from lengthy documents, focusing the attention on the main information within the segments. This paper introduces a novel approach for text segmentation of legal documents by leveraging breakpoint detection and segment classification as a single operation. The proposed solution employs a transformer model pre-trained on pre-processed texts from the Italian National Jurisprudence Archive and fine-tuned on Italian Court of Cassation documents. Experimental results reveal that the suggested methodology outperforms traditional approaches, demonstrating the model's ability to learn the grammatical and structural patterns of legal documents even with perturbed and noisy text.","2023","2024-10-27 16:11:53","2024-10-27 16:11:53","","227-236","","","379","","","","","","","","","","English","","","","WOS:001175464100028","","","","","","","NLP; Explainability; Transformers; Anomaly Detection; Legal Documents; Text Segmentation","","Spanakis, J; VanDijck, G; Sileno, G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGAL KNOWLEDGE AND INFORMATION SYSTEMS","","","","","","","","","","","","","","",""
"HZ6BHCTG","conferencePaper","2023","Brugger, T; Stürmer, M; Niklaus, J; ACM","MultiLegalSBD: A Multilingual Legal Sentence Boundary Detection Dataset","University of Bern","979-8-4007-0197-9","","10.1145/3594536.3595132","","Sentence Boundary Detection (SBD) is one of the foundational building blocks of Natural Language Processing (NLP), with incorrectly split sentences heavily influencing the output quality of downstream tasks. It is a challenging task for algorithms, especially in the legal domain, considering the complex and different sentence structures used. In this work, we curated a diverse multilingual legal dataset consisting of over 130'000 annotated sentences in 6 languages. Our experimental results indicate that the performance of existing SBD models is subpar on multilingual legal data. We trained and tested monolingual and multilingual models based on CRF, BiLSTM-CRF, and transformers, demonstrating state-of-the-art performance. We also show that our multilingual models outperform all baselines in the zero-shot setting on a Portuguese test set. To encourage further research and development by the community, we have made our dataset, models, and code publicly available.","2023","2024-10-27 16:11:53","2024-10-27 16:11:53","","42-51","","","","","","","","","","","","","English","","","","WOS:001139079400005","","","","","","","Natural Language Processing; Legal Document Analysis; Multilingual; Sentence Boundary Detection; Text Annotation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW, ICAIL 2023","","","","","","","","","","","","","","",""
"GB94V5Q6","conferencePaper","2023","Alves, A; Miranda, P; Mello, R; Nascimento, A","Automatic Simplification of Legal Texts in Portuguese Using Machine Learning","Universidade Federal Rural de Pernambuco (UFRPE)","0922-6389","","10.3233/FAIA230975","","Texts produced by the Brazilian judiciary have a complex and technical vocabulary, with elaborate use of the Portuguese language and many legal terms difficult to be understood, generating a barrier in communication between the judiciary and the population. In this sense, the Automatic Text Simplification (ATS), activity of the Natural Language Processing (NLP) area, can be applied to improve the readability of these types of text using specialized algorithms, and promote scalability in simplifying them, in view of the great demand in the courts. In this context, this article presents an evaluation of four methods of state of the art in text simplification, evaluated according to readability metrics, to improve the quality of existing texts in the judicial summaries, dataset containing 100 summaries of the Federal Regional Court of the 5th Region (TRF5) and another 100 of the Federal Supreme Court (STF). The methods MUSS(EN), MUSS(PT), Transformers and NMT + Attention were tested, and the results of the simplifications exceeded the FRE readability index of the original texts, making them more readable.","2023","2024-10-27 16:11:53","2024-10-27 16:30:16","","281-286","","","379","","","","","","","","","","English","","","","WOS:001175464100035","","","","","","","automatic text simplification; machine learning; natural language processing","","Spanakis, J; VanDijck, G; Sileno, G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGAL KNOWLEDGE AND INFORMATION SYSTEMS","","","","","","","","","","","","","","",""
"2NLXX7IU","conferencePaper","2023","Darji, H; Mitrovic, J; Granitzer, M; ACM","A Dataset of German Legal Reference Annotations","University of Passau","979-8-4007-0197-9","","10.1145/3594536.3595173","","The field of legal Natural Language Processing faces a lot of challenges due to the unavailability of properly structured datasets. One such instance is the need for a dataset that not only separates different parts of legal references, such as an article or paragraph number but also provides information about what a particular legal reference dictates. Having access to such a dataset can provide easy access to researchers working on experiments such as context similarity between law texts and legal cases that refer to a particular law. In this paper, we present a dataset of 2944 legal references in German law that are manually annotated by law experts. This dataset has 21 properties for each law reference in the dataset, such as Buch, Teil, Titel, Untertitel, etc. It also provides the complete text of each law reference in the dataset, along with specific paragraph text mentioned in the law reference. Furthermore, using this dataset together with Open Legal Data, we perform a law reference prediction task to compare the performance between predicting full law reference and only the base law reference.","2023","2024-10-27 16:11:54","2024-10-27 16:30:05","","392-396","","","","","","","","","","","","","English","","","","WOS:001139079400042","","","","","","","Law Reference Annotations; Law References; Legal Language Processing; NLP; Open Legal Data; Sentence Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW, ICAIL 2023","","","","","","","","","","","","","","",""
"X77MWP7F","journalArticle","2024","Licari, D; Comandè, G","ITALIAN-LEGAL-BERT models for improving natural language processing tasks in the Italian legal domain","COMPUTER LAW & SECURITY REVIEW","","0267-3649","10.1016/j.clsr.2023.105908","","Legal-BERT models are based on the BERT architecture (or its variants) and have been developed specifically for the legal domain. They have reached the state of the art in complex legal tasks such as legal research, document synthesis, contract analysis, argument extraction, and legal prediction. In this paper, we proposed four versions of Legal-BERT models pre-trained on the Italian legal domain. They aim to improve NLP applications in the Italian legal context. We have shown that they outperforms the Italian ""generalpurpose"" BERT in several domain-specific tasks, such as named entity recognition, sentence classification, semantic similarity with Bi-encoders, and document classification.","2024-04","2024-10-27 16:12:05","2024-10-27 16:30:33","","","","","52","","","","","","","","","","English","","","","WOS:001102220200001","","","","","","","Italian Legal BERT; Italian Legal NLP; Legal AI; Pre-trained Language Models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
